recipe_name,ingredients,cuisine,calories,rating,instructions,difficulty
Nasi Goreng Kampung Laut,rice small fish dried anchovies kangkung garlic chili paste soy sauce oil,Malaysian,730,4.4,Fry 60g small cleaned fish and 30g dried anchovies in 3 tbsp oil until crispy then set aside | In same wok fry 3 cloves minced garlic and 1 tbsp chili paste 1 minute | Add 250g cold cooked rice and stir fry 3 minutes | Add 60g sliced kangkung and cook 2 minutes | Season with 1 tbsp soy sauce and 1 tsp salt | Serve rice topped with crispy fish and anchovies |,medium
Mee Hailam,yellow noodles chicken prawn cabbage carrot soy sauce oyster sauce thick soy sauce,Malaysian,700,4.5,Boil 200g yellow noodles 2 minutes then drain | Heat 2 tbsp oil and fry 3 cloves minced garlic until fragrant | Add 100g sliced chicken and 50g peeled prawns and stir fry 3 minutes | Add 50g sliced cabbage and 30g carrot strips and cook 2 minutes | Pour in 300ml water 1 tbsp soy sauce 1 tbsp oyster sauce and 1 tbsp thick soy sauce and simmer 3 minutes | Add noodles and toss until sauce thickens slightly | Serve hot with sliced chili |,medium
Mee Sup Utara,yellow noodles beef soup bone spices celery fried shallot lime,Malaysian,680,4.4,Boil 400g beef bones and 200g beef slices in 1.5L water with 1 cinnamon stick 3 cloves and 3 cardamom pods for 1.5 hours | Season broth with 1 tsp salt and 1 tsp pepper | Boil 200g yellow noodles and drain | Blanch 50g bean sprouts in boiling water 30 seconds | Place noodles and 80g cooked beef in bowls and pour hot broth over | Top with 1 tbsp fried shallots chopped celery leaves and 1 lime wedge |,medium
Mee Kari Kelantan,yellow noodles chicken fish ball tofu puff curry paste coconut milk long bean,Malaysian,720,4.5,Boil 200g yellow noodles and drain | Fry 2 tbsp curry paste in 2 tbsp oil until fragrant | Add 300ml water and 200ml coconut milk and bring to simmer | Add 100g chicken pieces 50g fish balls 50g tofu puffs and 50g cut long beans and cook 8 minutes | Season with 1 tsp salt and 1 tsp sugar | Place noodles in bowls and pour hot curry over then garnish with mint leaves |,medium
Mee Kolok Sarawak,egg noodles minced beef soy sauce oyster sauce lard oil spring onion fried shallot,Malaysian,650,4.6,Boil 200g egg noodles until just cooked then rinse and drain | Toss noodles with 1 tbsp soy sauce 1 tbsp oyster sauce 1 tsp sesame oil and 1 tbsp lard or cooking oil | Stir fry 100g minced beef with 2 cloves minced garlic and 1 tbsp soy sauce for 4 minutes | Place noodles in bowls and top with minced beef | Garnish with 1 tbsp chopped spring onion and 1 tbsp fried shallots |,medium
Laksa Sarawak,rice vermicelli shredded chicken prawn coconut milk laksa paste bean sprout omelette,Malaysian,720,4.6,Boil 200g rice vermicelli and drain | Simmer 2 tbsp Sarawak laksa paste with 500ml chicken stock and 200ml coconut milk for 10 minutes | Add 80g peeled prawns and cook 3 minutes then remove prawns | Shred 150g cooked chicken breast | Make a thin omelette with 1 egg and slice into strips | Place vermicelli in bowls and top with chicken prawns 50g bean sprouts and omelette strips | Pour hot laksa soup over and serve with lime and sambal |,hard
Char Bee Hoon,rice vermicelli egg prawn fish cake cabbage carrot soy sauce dark soy sauce,Malaysian,650,4.4,Soak 150g rice vermicelli in warm water 10 minutes then drain | Heat 2 tbsp oil in wok and fry 3 cloves minced garlic 30 seconds | Add 80g peeled prawns and 50g sliced fish cake and stir fry 2 minutes | Add 50g shredded cabbage and 30g carrot strips and cook 2 minutes | Add vermicelli 1 tbsp soy sauce and 1 tbsp dark soy sauce and fry 3 minutes | Push noodles aside and scramble 1 egg then mix in | Serve hot |,medium
Hokkien Mee Kuala Lumpur,thick yellow noodles pork belly cabbage lard dark soy sauce garlic pork crackling,Malaysian,780,4.6,Blanch 200g thick yellow noodles and drain | Heat 2 tbsp lard or oil and fry 3 cloves minced garlic until golden | Add 80g sliced pork belly and stir fry 3 minutes | Add 50g shredded cabbage and 100ml pork stock and bring to simmer | Add noodles 1 tbsp dark soy sauce and 1 tbsp light soy sauce and braise 5 minutes until sauce thickens | Top with 2 tbsp pork crackling and serve hot |,hard
Wat Tan Hor,flat rice noodles egg prawn fish cake choy sum garlic light soy sauce cornflour,Malaysian,700,4.5,Blanch 200g flat rice noodles then fry with 1 tbsp soy sauce in 1 tbsp oil for 2 minutes and set aside | Heat 2 tbsp oil and fry 3 cloves minced garlic until fragrant | Add 80g peeled prawns 50g sliced fish cake and 50g cut choy sum and stir fry 2 minutes | Pour in 400ml chicken stock and bring to simmer | Mix 1 tbsp cornflour with 2 tbsp water then stir into stock to thicken | Beat 1 egg and drizzle slowly into gravy while stirring | Pour egg gravy over fried noodles and serve |,hard
Kuey Teow Ladna,flat rice noodles chicken prawn choy sum garlic light soy sauce egg cornflour,Malaysian,680,4.4,Blanch 200g flat rice noodles and toss with 1 tbsp soy sauce then set aside | Heat 2 tbsp oil and fry 3 cloves minced garlic until fragrant | Add 80g sliced chicken 50g peeled prawns and stir fry 3 minutes | Add 50g cut choy sum and 400ml chicken stock and bring to boil | Mix 1 tbsp cornflour with 2 tbsp water and add to thicken gravy | Beat 1 egg and swirl into gravy | Serve noodles on plate and pour hot gravy over |,medium
Maggi Goreng Mamak,instant noodles egg tofu potato cabbage chili soy sauce tomato sauce,Malaysian,700,4.5,Boil 2 packs instant noodles for 2 minutes then drain keeping 50ml cooking water | Heat 2 tbsp oil in a wok over high heat | Add 1 sliced onion and 2 cloves minced garlic and fry 1 minute | Add 80g diced fried tofu 80g thinly sliced boiled potato and 50g shredded cabbage and stir fry 2 minutes | Add 2 sliced red chilies and continue frying 1 minute | Add noodles and 50ml reserved cooking water and toss well | Season with 2 tbsp soy sauce 1 tbsp chili sauce and 1 tbsp tomato sauce and fry 2 to 3 minutes until dry and slightly charred | Push noodles aside and crack 1 egg into wok scramble lightly and mix into noodles | Serve hot with lime wedge and cucumber slices |,medium
Penne Arrabbiata,penne pasta garlic chili flakes tomato basil olive oil parmesan,Italian,620,4.5,Cook 200g penne in salted boiling water until al dente then drain | Heat 2 tbsp olive oil in a pan over medium heat | Add 3 cloves minced garlic and 1 tsp chili flakes and sautÃ© for 1 minute | Pour in 300g crushed tomato and 1 2 tsp salt and simmer for 8 minutes | Toss penne into the sauce and cook 2 minutes | Stir in 10g chopped basil and 20g grated parmesan | Serve hot topped with 10g extra parmesan |,medium
Baked Ziti,ziti pasta ground beef tomato sauce mozzarella ricotta parmesan garlic olive oil,Italian/American,780,4.6,Cook 200g ziti in salted water until al dente then drain | Heat 1 tbsp olive oil in a pan and sautÃ© 2 cloves minced garlic for 1 minute | Add 200g ground beef 1 2 tsp salt and 1 4 tsp pepper and cook until browned | Stir in 300g tomato sauce and simmer 5 minutes | In a bowl mix 120g ricotta with 30g grated parmesan | Combine pasta meat sauce and ricotta mixture in baking dish | Top with 120g shredded mozzarella | Bake at 180Â°C for 20 to 25 minutes until bubbly |,hard
Chicken Piccata,chicken breast flour butter lemon caper chicken broth olive oil,Italian,650,4.5,Slice 2 chicken breasts about 300g total in half horizontally and pound thin | Season with 1 2 tsp salt and 1 4 tsp pepper then dredge in 40g flour | Heat 1 tbsp olive oil and 20g butter in a pan over medium high heat | Cook chicken 3 to 4 minutes per side until golden then set aside | Add 150ml chicken broth juice of 1 lemon and 2 tbsp capers to the pan and simmer 3 minutes | Stir in 20g butter to finish the sauce | Return chicken to pan and coat with sauce for 2 minutes | Serve with 150g cooked pasta or vegetables |,medium
Pasta Primavera,spaghetti carrot zucchini bell pepper peas garlic olive oil parmesan,Italian,600,4.4,Cook 200g spaghetti in salted boiling water until al dente then drain | Heat 2 tbsp olive oil in large pan over medium heat | Add 2 cloves minced garlic and sautÃ© 30 seconds | Add 50g sliced carrot 50g sliced zucchini 50g sliced bell pepper and 40g peas and cook 5 minutes | Season vegetables with 1 2 tsp salt and 1 4 tsp pepper | Toss spaghetti with vegetables in pan and add 50ml pasta cooking water if needed | Stir in 30g grated parmesan before serving |,easy
Seafood Risotto,arborio rice shrimp mussel white wine fish stock onion garlic butter parmesan,Italian,720,4.6,Heat 1 tbsp butter in a pot and sautÃ© 1 2 diced onion and 2 cloves minced garlic for 3 minutes | Add 200g arborio rice and stir 2 minutes until glossy | Pour in 80ml white wine and cook until almost absorbed | Add 700ml hot fish stock a ladle at a time stirring often until rice is creamy about 18 minutes | In another pan sear 120g peeled shrimp and 120g cleaned mussels in 1 tbsp butter for 3 to 4 minutes | Stir seafood into risotto and cook 2 minutes | Finish with 30g grated parmesan and 10g chopped parsley before serving |,hard
Gnocchi Sorrentina,gnocchi tomato sauce mozzarella basil garlic olive oil parmesan,Italian,680,4.5,Boil 300g potato gnocchi in salted water until they float then drain | Heat 1 tbsp olive oil in pan and sautÃ© 2 cloves minced garlic for 1 minute | Add 300g tomato sauce 1 2 tsp salt and simmer 5 minutes | Toss gnocchi with the sauce and 10g chopped basil | Transfer to small baking dish and top with 120g diced mozzarella and 20g grated parmesan | Bake at 200Â°C for 10 minutes until cheese is melted and golden | Serve immediately while hot |,medium
Italian Wedding Soup,meatball chicken broth pasta spinach carrot celery onion egg parmesan,Italian/American,540,4.4,Mix 150g ground beef 20g breadcrumbs 1 tbsp grated parmesan and 1 4 tsp salt and form small meatballs | Brown meatballs in 1 tbsp oil for 4 minutes and set aside | In a pot sautÃ© 1 2 diced onion 1 diced carrot and 1 diced celery stalk in 1 tbsp oil for 4 minutes | Add 800ml chicken broth and bring to boil | Add meatballs and 40g small pasta and simmer 8 minutes | Stir in 50g chopped spinach and cook 2 minutes | Beat 1 egg with 1 tbsp parmesan and drizzle into soup while stirring |,medium
Nicoise Salad,lettuce tomato green bean potato tuna egg olive olive oil lemon,French,430,4.4,Boil 150g small potatoes for 15 minutes then halve | Blanch 80g green beans in boiling water 3 minutes then cool | Hard boil 1 egg for 10 minutes then quarter | Arrange 80g torn lettuce 1 sliced tomato potatoes green beans 80g canned tuna and 8 olives on a plate | Whisk 2 tbsp olive oil with juice of 1 2 lemon and 1 4 tsp salt | Drizzle dressing over salad just before serving |,easy
Coq au Vin,chicken thigh red wine bacon mushroom onion garlic carrot thyme,French,780,4.6,Brown 80g diced bacon in a heavy pot then remove | Season 600g chicken thighs with 1 2 tsp salt and 1 4 tsp pepper and brown in bacon fat 8 minutes then set aside | Add 1 diced onion 2 diced carrots and 3 cloves minced garlic and sautÃ© 5 minutes | Stir in 200g quartered mushrooms and cook 3 minutes | Pour in 400ml red wine and 200ml chicken stock and add 1 tsp thyme and bacon | Return chicken to pot and simmer covered 40 minutes | Uncover and simmer 10 minutes more to thicken sauce before serving |,hard
Beef Bourguignon,beef chuck red wine carrot onion mushroom bacon garlic beef stock,French,820,4.7,Toss 700g beef chuck cubes with 1 tbsp flour 1 2 tsp salt and 1 4 tsp pepper | Brown beef in 2 tbsp oil in heavy pot for 8 minutes then set aside | Cook 60g diced bacon in same pot for 3 minutes | Add 1 sliced onion 2 sliced carrots and 3 cloves minced garlic and sautÃ© 5 minutes | Pour in 400ml red wine and 300ml beef stock and add beef and 2 bay leaves | Cover and simmer 90 minutes until beef is tender | Add 200g sautÃ©ed mushrooms and cook 10 minutes more before serving |,hard
Croque Monsieur,bread ham gruyere butter flour milk nutmeg,French,620,4.4,Make bÃ©chamel by melting 20g butter in a pan adding 20g flour and cooking 1 minute then whisking in 200ml milk and simmering 3 minutes | Season bÃ©chamel with 1 4 tsp salt 1 8 tsp nutmeg and 10g grated gruyere | Butter 4 bread slices on one side with 10g butter total | Place 2 slices butter side down and top each with 40g ham and 40g grated gruyere | Spread 1 tbsp bÃ©chamel on top and cover with remaining bread | Spread remaining bÃ©chamel on top of sandwiches and sprinkle with 20g gruyere | Bake at 200Â°C for 10 minutes until golden |,medium
Quiche Lorraine,pastry egg cream bacon gruyere onion butter,French,700,4.5,Line a 22cm tart tin with 1 sheet shortcrust pastry about 200g and chill 15 minutes | Blind bake pastry at 180Â°C for 10 minutes | Fry 80g diced bacon and 1 2 diced onion in 10g butter for 5 minutes | Whisk 3 eggs with 200ml cream 1 2 tsp salt and 1 4 tsp pepper | Spread bacon mixture and 60g grated gruyere over pastry base | Pour egg mixture on top | Bake at 180Â°C for 25 to 30 minutes until set and golden | Cool 10 minutes before slicing |,hard
Bouillabaisse,white fish mussel prawn tomato fennel onion garlic saffron fish stock,French,680,4.5,SautÃ© 1 sliced onion 1 2 sliced fennel bulb and 3 cloves minced garlic in 2 tbsp olive oil for 5 minutes | Add 300g chopped tomato 1 2 tsp saffron and 1 2 tsp salt and cook 5 minutes | Pour in 800ml fish stock and bring to boil then simmer 10 minutes | Add 300g firm white fish chunks 200g mussels and 150g prawns | Simmer 6 to 8 minutes until seafood is cooked and mussels open | Adjust seasoning and serve hot with 2 slices toasted bread |,hard
Crepes Suzette,flour egg milk butter orange sugar brandy,French,420,4.6,Whisk 100g flour with 2 eggs and 250ml milk until smooth then rest batter 20 minutes | Heat a non stick pan with a thin layer of 5g butter and pour 50ml batter to make a thin crepe cooking 1 minute per side repeat to make 6 crepes | In another pan melt 40g butter with 40g sugar until syrupy | Add juice of 2 oranges and 1 tbsp orange zest and simmer 2 minutes | Fold crepes into quarters and place in sauce turning to coat | Add 2 tbsp brandy and warm 1 minute then serve crepes with sauce |,medium
Churros,flour water butter egg sugar cinnamon oil,Spanish,430,4.4,Bring 250ml water 40g butter and 1 tbsp sugar to boil in a pot | Stir in 150g flour and 1 4 tsp salt and cook 1 minute until dough forms a ball | Cool 5 minutes then beat in 1 egg until smooth | Heat 500ml oil in deep pan to 180Â°C | Pipe dough in 10cm lengths into oil and fry 3 to 4 minutes until golden | Mix 40g sugar with 1 tsp cinnamon and roll hot churros in mixture | Serve warm |,easy
Pastitsio,macaroni ground beef tomato onion garlic cinnamon bÃ©chamel parmesan,Greek,780,4.5,Cook 200g macaroni in salted water until just tender then drain | Heat 1 tbsp olive oil and sautÃ© 1 2 diced onion and 2 cloves minced garlic for 3 minutes | Add 250g ground beef 1 2 tsp salt 1 4 tsp pepper and 1 4 tsp cinnamon and cook 6 minutes | Stir in 250g tomato sauce and simmer 10 minutes | Make bÃ©chamel by melting 30g butter whisking in 30g flour then adding 300ml milk and cooking 5 minutes | Mix macaroni with 1 beaten egg and 20g grated parmesan | Layer half macaroni meat sauce remaining macaroni and bÃ©chamel in baking dish and top with 20g parmesan | Bake at 180Â°C for 30 minutes |,hard
Menemen,egg tomato bell pepper onion olive oil chili powder,Fair,380,4.4,Heat 2 tbsp olive oil in a pan over medium heat | Add 1 2 diced onion and 1 diced green bell pepper and sautÃ© 5 minutes | Add 2 diced tomatoes about 200g 1 4 tsp chili powder and 1 2 tsp salt and cook 5 minutes | Beat 3 eggs in a bowl | Pour eggs over tomato mixture and stir gently for 3 to 4 minutes until softly set | Serve immediately with 100g crusty bread |,easy
Lahmacun,flour yeast minced lamb tomato onion parsley chili cumin,Turkish,520,4.4,Mix 250g flour 1 tsp yeast 1 2 tsp salt and 150ml warm water to form a soft dough then rest 45 minutes | In a bowl combine 200g minced lamb 1 finely chopped tomato 1 2 finely chopped onion 1 tbsp chopped parsley 1 2 tsp chili flakes 1 2 tsp cumin and 1 2 tsp salt | Divide dough into 4 balls and roll each very thin | Spread lamb mixture thinly over each round | Bake on a hot tray at 230Â°C for 8 to 10 minutes until edges are crisp | Serve with lemon wedges and herbs |,hard
Mujadara,lentil rice onion olive oil cumin,Middle Eastern,520,4.3,Rinse 150g brown lentils and boil in 600ml water for 15 minutes then drain | Rinse 150g rice and set aside | Heat 3 tbsp olive oil in pan and cook 2 sliced onions with 1 2 tsp salt over low heat 15 to 20 minutes until deeply caramelized then remove half for garnish | Add lentils rice 1 tsp cumin 1 2 tsp salt and 600ml water to pan with remaining onions | Bring to boil then cover and simmer 20 minutes until rice and lentils are tender | Fluff and top with reserved onions before serving |,easy
Harira Soup,lamb chickpea lentil tomato onion celery carrot cilantro turmeric ginger,Moroccan,480,4.5,Brown 200g lamb cubes in 1 tbsp oil in a pot for 5 minutes | Add 1 diced onion 1 diced celery stalk and 1 diced carrot and sautÃ© 5 minutes | Stir in 1 tsp turmeric 1 tsp grated ginger and 1 2 tsp cinnamon and cook 1 minute | Add 200g chopped tomato 50g lentils 80g soaked chickpeas and 1L water | Simmer 45 minutes until lamb and pulses are tender | Season with 1 tsp salt and 2 tbsp chopped cilantro before serving |,medium
Couscous Royale,couscous lamb merguez carrot zucchini chickpea onion ras el hanout,North African,820,4.5,Place 200g couscous in a bowl with 1 2 tsp salt and pour over 250ml boiling water then cover 10 minutes and fluff | Brown 200g lamb chunks and 150g merguez sausages in 1 tbsp oil for 8 minutes then set aside | In same pot sautÃ© 1 sliced onion for 3 minutes | Add 2 chopped carrots 1 chopped zucchini 80g chickpeas and 1 tsp ras el hanout and cook 3 minutes | Pour in 600ml water and 1 tsp salt and simmer 20 minutes | Return meats and simmer 10 minutes more | Serve stew over couscous |,hard
Chana Masala,chickpea onion tomato garlic ginger garam masala cumin chili,Indian,480,4.5,Heat 2 tbsp oil in a pot and sautÃ© 1 diced onion for 5 minutes | Add 3 cloves minced garlic and 1 tbsp grated ginger and cook 1 minute | Stir in 2 tsp garam masala 1 tsp cumin and 1 2 tsp chili powder and fry 30 seconds | Add 300g chopped tomato and cook 5 minutes | Add 400g canned chickpeas and 200ml water with 1 2 tsp salt | Simmer 15 minutes until thick | Garnish with 2 tbsp chopped cilantro before serving |,easy
Palak Paneer,spinach paneer onion garlic ginger tomato cream cumin garam masala,Indian,620,4.6,Blanch 300g spinach in boiling water 1 minute then drain and blend with 50ml water | Fry 150g cubed paneer in 1 tbsp oil until golden and set aside | In same pan heat 2 tbsp oil and sautÃ© 1 2 diced onion 3 cloves minced garlic and 1 tsp grated ginger for 3 minutes | Add 1 tsp cumin 1 tsp garam masala and 1 2 tsp chili powder and fry 30 seconds | Stir in 150g chopped tomato and cook 5 minutes | Add spinach puree 100ml cream and 1 2 tsp salt and simmer 5 minutes | Stir paneer into sauce and cook 3 minutes before serving |,medium
Lamb Biryani,basmati rice lamb yogurt onion tomato biryani spice ghee,Indian,820,4.6,Marinate 400g lamb cubes with 100g yogurt 1 tbsp biryani spice 1 2 tsp salt and 1 tbsp ginger garlic paste for 1 hour | Fry 2 sliced onions in 2 tbsp ghee until golden and remove half | Add lamb and 1 diced tomato to pot with remaining onions and cook 10 minutes | Rinse 250g basmati rice and parboil in salted water for 7 minutes then drain | Layer half rice over lamb then top with remaining rice and fried onions | Sprinkle 50ml water cover tightly and cook on low heat 20 minutes | Let rest 5 minutes before serving |,hard
Aloo Gobi,potato cauliflower onion tomato garlic ginger turmeric cumin coriander,Indian,420,4.4,Heat 2 tbsp oil in pan and sautÃ© 1 diced onion for 3 minutes | Add 3 cloves minced garlic and 1 tsp grated ginger and cook 1 minute | Stir in 1 tsp turmeric 1 tsp cumin 1 tsp ground coriander and 1 2 tsp chili powder | Add 200g potato cubes and 200g cauliflower florets and toss with spices | Add 150g chopped tomato and 100ml water and 1 2 tsp salt | Cover and cook 18 to 20 minutes until vegetables are tender | Garnish with 1 tbsp chopped cilantro |,easy
Masala Dosa,parboiled rice urad dal potato onion mustard seed curry leaf chili oil,Indian,520,4.6,Soak 150g parboiled rice and 50g urad dal separately for 4 hours then grind with 200ml water to smooth batter and ferment overnight | Boil 300g potatoes then peel and mash | Heat 1 tbsp oil and fry 1 tsp mustard seeds 6 curry leaves and 1 sliced chili for 30 seconds | Add 1 2 sliced onion and sautÃ© 3 minutes then add mashed potatoes 1 2 tsp salt and 50ml water and cook 3 minutes | Heat a non stick pan and spread 80ml batter into thin dosa | Drizzle 1 tsp oil around edges and cook until crisp | Place 2 tbsp potato filling in center fold dosa and serve with chutney |,hard
Fish Pakora,white fish gram flour yogurt garlic ginger chili cumin oil,Indian,520,4.3,Slice 300g white fish into bite size pieces | Mix 80g gram flour 50g yogurt 1 tsp grated ginger 2 cloves minced garlic 1 2 tsp chili powder 1 2 tsp cumin and 1 2 tsp salt into thick batter | Toss fish pieces in batter until coated | Heat 500ml oil in deep pan to 180Â°C | Fry fish in batches for 3 to 4 minutes until golden and crisp | Drain on paper towels and serve with 50g mint chutney |,medium
Chicken Korma,chicken thigh yogurt cream cashew onion garlic ginger garam masala,Indian,780,4.5,Blend 40g cashews with 100ml water to smooth paste | Heat 2 tbsp oil and sautÃ© 1 sliced onion for 8 minutes until golden | Add 3 cloves minced garlic 1 tbsp grated ginger 1 tsp garam masala 1 2 tsp turmeric and 1 2 tsp chili powder and fry 1 minute | Add 500g chicken thigh pieces and brown 5 minutes | Stir in 100g yogurt 200ml water 1 2 tsp salt and simmer 20 minutes | Add cashew paste and 50ml cream and cook 5 minutes until thick | Serve with 200g basmati rice |,hard
Pani Puri,semolina puri potato chickpea tamarind chutney mint chutney spice water,Indian,380,4.3,Boil 200g potatoes until tender then peel and dice | Mix potatoes with 80g boiled chickpeas 1 2 tsp chaat masala and 1 4 tsp salt | In a jug combine 400ml cold water 2 tbsp tamarind chutney 2 tbsp mint chutney 1 2 tsp roasted cumin powder and 1 2 tsp black salt | Chill spiced water for 30 minutes | Gently crack tops of 20 puris and fill each with 1 tsp potato mixture | Just before eating pour 1 to 2 tsp spiced water into each puri | Serve immediately |,medium
Kung Pao Chicken,chicken breast peanut dried chili bell pepper garlic ginger soy sauce vinegar,Chinese,660,4.5,Dice 300g chicken breast and marinate with 1 tbsp soy sauce 1 tsp cornstarch and 1 4 tsp salt for 15 minutes | Mix 1 tbsp soy sauce 1 tbsp dark soy sauce 1 tbsp vinegar 1 tbsp sugar and 50ml water for sauce | Heat 2 tbsp oil in wok and fry 6 dried chilies 2 cloves minced garlic and 1 tsp grated ginger for 30 seconds | Add chicken and stir fry 4 minutes | Add 1 diced bell pepper and cook 2 minutes | Pour in sauce and simmer 2 minutes | Stir in 40g roasted peanuts and serve with 200g steamed rice |,medium
Sweet and Sour Pork,pork shoulder pineapple bell pepper onion ketchup vinegar sugar soy sauce,Chinese,720,4.4,Cut 300g pork shoulder into cubes and marinate with 1 tbsp soy sauce and 1 tsp cornstarch for 15 minutes | Coat pork lightly in 40g cornstarch | Deep fry pork in 500ml oil for 4 to 5 minutes until golden then drain | Mix sauce with 2 tbsp ketchup 2 tbsp vinegar 2 tbsp sugar 1 tbsp soy sauce and 50ml water | Stir fry 1 sliced onion and 1 diced bell pepper in 1 tbsp oil for 2 minutes | Add 80g pineapple chunks and sauce and simmer 2 minutes | Toss pork in sauce and cook 1 minute then serve with 200g rice |,medium
Egg Drop Soup,chicken broth egg cornstarch spring onion sesame oil,Chinese,160,4.3,Bring 800ml chicken broth to a gentle boil | Mix 1 tbsp cornstarch with 2 tbsp water and stir into broth to slightly thicken | Beat 2 eggs in a bowl | Slowly drizzle beaten eggs into swirling broth while stirring with chopsticks | Season with 1 4 tsp white pepper 1 2 tsp salt and 1 2 tsp sesame oil | Ladle into bowls and top each with 1 tbsp sliced spring onion |,easy
Tonkatsu,pork loin flour egg panko cabbage tonkatsu sauce oil,Japanese,700,4.5,Pound 2 pork loin cutlets about 150g each to even thickness and season with 1 2 tsp salt and 1 4 tsp pepper | Dredge each cutlet in 30g flour dip in 1 beaten egg then coat with 60g panko breadcrumbs | Deep fry in 500ml oil at 170Â°C for 5 to 6 minutes until golden and cooked | Drain on paper towels and slice into strips | Serve with 80g finely shredded cabbage and 2 tbsp tonkatsu sauce |,medium
Chicken Karaage,chicken thigh soy sauce ginger garlic cornstarch lemon oil,Japanese,620,4.5,Cut 400g chicken thigh into bite size pieces | Marinate with 2 tbsp soy sauce 1 tbsp sake 1 tbsp grated ginger 2 cloves minced garlic and 1 2 tsp sugar for 20 minutes | Coat marinated chicken with 60g cornstarch | Deep fry in 500ml oil at 170Â°C for 5 minutes until crispy | Drain on paper towels | Serve with lemon wedges and 200g steamed rice |,medium
Tteokbokki,rice cake fish cake gochujang sugar soy sauce garlic spring onion,South Korean,520,4.4,Combine 400ml water 2 tbsp gochujang 1 tbsp sugar and 1 tbsp soy sauce in a pan and bring to simmer | Add 250g Korean rice cakes and 2 cloves minced garlic | Cook 8 minutes stirring often until sauce thickens | Add 100g sliced fish cake and cook 3 minutes more | Sprinkle 2 tbsp sliced spring onion on top | Serve hot in a bowl |,easy
Japchae,glass noodles beef spinach carrot mushroom soy sauce sugar sesame oil garlic,South Korean,580,4.5,Soak 150g sweet potato glass noodles in warm water 20 minutes then drain | Slice 150g beef thinly and marinate with 1 tbsp soy sauce 1 tsp sugar and 1 tsp sesame oil for 15 minutes | Stir fry beef in 1 tbsp oil for 3 minutes and set aside | Stir fry 50g julienned carrot 50g sliced mushroom and 50g spinach separately in 1 tsp oil each and set aside | In a pan combine noodles 3 tbsp soy sauce 1 tbsp sugar 1 tbsp sesame oil and 2 cloves minced garlic with 50ml water and cook 4 minutes | Toss in beef and vegetables and cook 2 minutes | Sprinkle 1 tbsp sesame seeds before serving |,medium
Basil Chicken,chicken thigh garlic chili basil soy sauce fish sauce sugar,Thai,620,4.6,Chop 300g chicken thigh into small pieces | Pound 3 cloves garlic and 4 birdâ€™s eye chilies into a rough paste | Heat 2 tbsp oil in wok and fry garlic chili paste for 30 seconds | Add chicken and stir fry 4 to 5 minutes until cooked | Mix 1 tbsp soy sauce 1 tbsp fish sauce and 1 tsp sugar with 30ml water and pour into wok | Cook 2 minutes until sauce slightly thickens | Stir in 15g fresh basil leaves until wilted | Serve over 200g steamed rice |,medium
Pineapple Fried Rice,rice pineapple shrimp egg cashew raisin curry powder fish sauce,Thai,700,4.4,Beat 1 egg with 1 pinch salt | Heat 2 tbsp oil in wok and scramble egg then set aside | In same wok stir fry 150g peeled shrimp for 2 minutes and set aside | Add 1 tbsp oil and sautÃ© 2 cloves minced garlic and 1 tsp curry powder for 30 seconds | Add 250g cold cooked rice 80g pineapple chunks 20g raisins and 20g cashews and stir fry 4 minutes | Return egg and shrimp to wok and toss 1 minute | Season with 1 tbsp fish sauce and 1 2 tsp sugar before serving |,medium
Banh Mi,baguette pork cucumber carrot daikon cilantro mayonnaise chili,Vietnamese,540,4.5,Marinate 150g sliced pork with 1 tbsp soy sauce 1 tsp sugar and 1 clove minced garlic for 20 minutes then pan fry 6 minutes | Julienne 40g carrot and 40g daikon and pickle with 2 tbsp vinegar 1 tbsp sugar and 1 4 tsp salt for 15 minutes | Split 1 small baguette about 120g and toast lightly | Spread 1 tbsp mayonnaise on both sides of baguette | Layer pork pickled vegetables 4 slices cucumber a few cilantro sprigs and 3 chili slices inside | Serve immediately |,easy
Bun Cha,pork patty pork belly rice vermicelli fish sauce garlic sugar chili herb,Vietnamese,680,4.5,Mix 200g minced pork with 1 tbsp fish sauce 1 tbsp sugar and 1 clove minced garlic and form small patties | Slice 150g pork belly thinly and marinate with 1 tbsp fish sauce and 1 2 tsp sugar | Grill patties and pork belly for 6 to 8 minutes until cooked | Cook 150g rice vermicelli in boiling water then rinse and drain | Make dipping sauce with 50ml fish sauce 50ml water 2 tbsp sugar juice of 1 2 lime 1 minced garlic clove and 1 sliced chili | Serve grilled meats with vermicelli fresh herbs and dipping sauce |,medium
Chicken Enchiladas,tortilla chicken onion cheese enchilada sauce sour cream,Mexican,760,4.5,Shred 250g cooked chicken breast | SautÃ© 1 2 diced onion in 1 tbsp oil for 3 minutes then mix with chicken and 50g grated cheese | Warm 6 corn tortillas in a dry pan | Spoon 2 tbsp filling onto each tortilla roll up and place seam side down in baking dish | Pour 300ml enchilada sauce over tortillas and top with 80g grated cheese | Bake at 180Â°C for 20 minutes | Serve with 40g sour cream on top |,medium
Chiles Rellenos,poblano pepper cheese egg flour tomato sauce oil,Mexican,640,4.3,Roast 4 poblano peppers over flame until charred then place in a covered bowl 10 minutes | Peel skins make a slit and remove seeds | Stuff each pepper with 40g cheese | Separate 3 eggs and beat whites to stiff peaks then fold in yolks | Dust peppers lightly with 20g flour | Dip peppers in egg batter and fry in 400ml hot oil 3 to 4 minutes until golden | Serve with 200ml warmed tomato sauce poured over |,hard
